#TimeStamp;Bot;Pod;OutputStation
29.22;4;473;3
31.04;11;779;2
34.81;0;778;1
35.85;5;232;0
44.68;0;778;1
47.07;25;549;3
54.87;0;778;1
56.69;14;401;2
56.9;25;549;3
64.64;23;36;0
64.96;3;358;1
66.85;14;401;2
74.77;23;36;0
75.17;3;358;1
76.9;13;6;2
79.04;17;326;3
84.81;23;36;0
85.39;18;215;1
86.99;13;6;2
89;17;326;3
94.86;10;626;0
95.53;18;215;1
97.45;7;387;2
98.78;17;326;3
104.9;8;409;0
105.58;18;215;1
107.7;7;387;2
109.08;6;63;3
114.91;8;409;0
115.82;18;215;1
117.96;7;387;2
119.41;6;63;3
125.1;8;409;0
126.28;19;177;1
128.08;7;387;2
129.46;6;63;3
135.15;8;409;0
136.42;19;177;1
138.15;11;31;2
139.52;6;63;3
145.19;8;409;0
146.73;19;177;1
148.11;11;31;2
149.7;6;63;3
155.29;16;201;0
157.16;19;177;1
158.1;11;31;2
159.75;6;63;3
165.34;16;201;0
167.23;19;177;1
168.19;14;293;2
169.43;6;63;3
175.79;16;201;0
177.68;19;177;1
178.24;14;293;2
179.72;6;63;3
186.09;16;201;0
187.35;0;468;1
188.36;14;293;2
189.78;4;247;3
196.16;5;564;0
197.79;0;468;1
198.52;13;342;2
199.83;4;247;3
206.19;5;564;0
208.14;0;468;1
208.64;13;342;2
210;4;247;3
216.24;5;564;0
218.96;13;342;2
220.05;25;429;3
222.29;3;184;1
226.47;5;564;0
229.11;13;342;2
230.1;25;429;3
232.29;3;184;1
236.52;23;49;0
239.16;13;342;2
240.18;17;648;3
242.34;3;184;1
246.92;23;49;0
249.53;13;342;2
250.54;17;648;3
252.48;3;184;1
257.3;23;49;0
259.66;13;342;2
260.63;17;648;3
262.68;3;184;1
267.25;23;49;0
269.71;13;342;2
272.73;3;184;1
277.35;23;49;0
278.95;6;139;3
280.04;13;342;2
282.82;3;184;1
287.44;23;49;0
288.99;6;139;3
290.08;7;335;2
292.77;3;184;1
297.58;23;49;0
300.15;7;335;2
304.09;19;274;1
304.62;4;167;3
307.73;23;49;0
310.27;7;335;2
314.44;19;274;1
314.68;4;167;3
317.81;10;61;0
320.33;7;335;2
324.53;19;274;1
324.87;4;167;3
327.75;10;61;0
330.38;7;335;2
334.87;19;274;1
334.87;17;352;3
337.89;8;217;0
340.43;7;335;2
345.02;17;352;3
347.95;8;217;0
350.47;11;634;2
354.85;17;352;3
358.07;5;4;0
360.52;11;634;2
361.01;0;22;1
364.74;17;352;3
368.12;5;4;0
370.45;11;634;2
371.1;0;22;1
375.07;17;352;3
378.13;5;4;0
380.51;11;634;2
381.15;18;140;1
385.13;17;352;3
388.18;5;4;0
390.6;11;634;2
391.2;18;140;1
395.23;17;352;3
398.23;16;351;0
400.65;11;634;2
401.15;3;357;1
405.51;25;510;3
408.48;16;351;0
410.7;11;634;2
411.25;3;357;1
415.56;25;510;3
418.45;16;351;0
420.82;11;634;2
421.53;3;357;1
425.77;25;510;3
428.53;16;351;0
430.9;11;634;2
431.57;3;357;1
435.92;25;510;3
438.57;8;423;0
440.94;11;634;2
441.66;3;357;1
445.99;6;63;3
448.54;8;423;0
451.05;14;387;2
452.49;19;196;1
456.34;6;63;3
458.68;23;618;0
461.13;14;387;2
462.54;19;196;1
466.51;6;63;3
